
Fall2021-2022(202210),11673,FEAA,200,2,Intr.toEngineer.&Architectu.,3,3,EA,18,24,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11674,FEAA,200,3,Intr.toEngineer.&Architectu.,3,3,EA,54,3,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11675,FEAA,200,4,Intr.toEngineer.&Architectu.,3,3,EA,46,-4,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11676,FEAA,200,5,Intr.toEngineer.&Architectu.,3,3,EA,11,6,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11677,FEAA,200,6,Intr.toEngineer.&Architectu.,3,3,EA,16,1,0800,0915,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11678,FEAA,200,7,Intr.toEngineer.&Architectu.,3,3,EA,16,3,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11679,FEAA,200,8,Intr.toEngineer.&Architectu.,3,3,EA,21,21,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11680,FEAA,200,9,Intr.toEngineer.&Architectu.,3,3,EA,60,-3,0930,1045,MAMC,ELH,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sara,Khaddaj,,,
Fall2021-2022(202210),11681,FEAA,501,1,FYPAcceleratorI,0,0,EA,67,-67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Itani,,,
Fall2021-2022(202210),11682,FINA,210,1,BusinessFinance,3,3,SB,29,1,1100,1215,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,,
Fall2021-2022(202210),11683,FINA,210,2,BusinessFinance,3,3,SB,24,6,1400,1515,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hanna,Nassar,,,
Fall2021-2022(202210),11684,FINA,210,3,BusinessFinance,3,3,SB,20,10,0930,1045,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,ElHokayem,,,
Fall2021-2022(202210),11685,FINA,210,4,BusinessFinance,3,3,SB,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),11686,FINA,210,5,BusinessFinance,3,3,SB,29,1,1230,1345,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ingrid,AbiAntoun,,,
Fall2021-2022(202210),13054,FINA,211,1,Intro.toFinanceforEngineers,3,3,SB,30,10,1100,1215,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wassim,Dbouk,,,
Fall2021-2022(202210),11687,FINA,215,1,FinancialMarkets&Instituti.,3,3,SB,37,-2,1400,1515,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Henry,Azzam,,,
Fall2021-2022(202210),11688,FINA,218,1,RiskManagem.inFinanc.Instit.,3,3,SB,35,0,0800,0915,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Khaled,AbdelSamad,,,
Fall2021-2022(202210),11689,FINA,220,1,InvestmentManagement,3,3,SB,36,-1,1530,1645,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RagheedImad,Moghrabi,,,
Fall2021-2022(202210),11690,FINA,220,2,InvestmentManagement,3,3,SB,34,1,1700,1815,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RagheedImad,Moghrabi,,,
Fall2021-2022(202210),11691,FINA,222,1,ValuationMethods,3,3,SB,34,1,1830,1945,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,,
Fall2021-2022(202210),11692,FINA,222,2,ValuationMethods,3,3,SB,35,0,1700,1815,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,,
Fall2021-2022(202210),11693,FINA,225,1,CommercialBankManagement,3,3,SB,34,1,1100,1215,OSB,216,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Henry,Azzam,,,
Fall2021-2022(202210),11694,FINA,230,1,InternationalFinanc.Managemt,3,3,SB,38,-3,0930,1045,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,Ismail,,,
Fall2021-2022(202210),11695,FINA,230,2,InternationalFinanc.Managemt,3,3,SB,40,-5,1100,1215,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ahmad,Ismail,,,
Fall2021-2022(202210),11696,FINA,244,1,DerivativeSecurities,3,3,SB,25,10,1530,1645,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,George,El-Kazzi,,,
Fall2021-2022(202210),11697,FINA,250R,1,Sp.Tp:Fina.StatementAnalysis,3,3,SB,19,1,1400,1515,OSB,241,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rania,UwaydahMardini,,,
Fall2021-2022(202210),13215,FSAF,300,1,Grad.Tut.inFoodSafety,3,3,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Samer,Kharroubi,,,
Fall2021-2022(202210),11698,FSEC,300,1,FSEC:Challenge&Contemp.Debate,3,3,AG,11,4,1600,1715,AGRIC,211,.,T,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),13157,FSEC,300D,9,FoodSec:Chall.&Contemp.Deb,3,3,AG,3,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online,
Fall2021-2022(202210),13158,FSEC,305D,9,Agri:Techn.:SupplyChains:Sust,3,3,AG,3,9,1000,1050,.,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Jaber,,Online,
Fall2021-2022(202210),11699,FSEC,306,1,Indicat.&ToolsforMeasur.FSEC,3,3,AG,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),11700,FSEC,310D,1,Nutr.Sec:Assessm.&Interv.Strat,3,3,AG,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online,
Fall2021-2022(202210),11701,FSEC,315D,1,FoodPolicies&Plann.Process,3,3,AG,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online,
Fall2021-2022(202210),11702,FSEC,320,1,Grad.SeminarinFoodSecurity,0,0,AG,5,5,1300,1350,AGRIC,325,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RachelAnne,Bahn,,,
Fall2021-2022(202210),11703,FSEC,396,1,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Fall2021-2022(202210),11704,FSEC,396,2,ComprehensiveExam,0,0,AG,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),11705,FSEC,396,3,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),13111,FSEC,396,4,ComprehensiveExam,0,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,,
Fall2021-2022(202210),13474,FSEC,396,5,ComprehensiveExam,0,0,AG,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sandra,Yanni,,,
Fall2021-2022(202210),13110,FSEC,397,1,Project,3,3,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,,
Fall2021-2022(202210),13268,FSEC,397,2,Project,3,3,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),11706,FSEC,399,1,M.S.Thesis,6,7.2,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),11707,FSEC,399,2,M.S.Thesis,6,7.2,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),11708,FSEC,399A,1,M.S.Thesis,6,0,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),11709,FSEC,399A,2,M.S.Thesis,6,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Fall2021-2022(202210),11710,FSEC,399B,1,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Fall2021-2022(202210),11711,FSEC,399B,2,M.S.Thesis,6,0,AG,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Fall2021-2022(202210),13314,FSEC,399B,3,M.S.Thesis,6,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Fall2021-2022(202210),13130,FSEC,399C,1,M.S.Thesis,6,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,,
Spring2021-2022(202220),21552,FEAA,502,1,FYPAcceleratorII,3,3,EA,2,48,1700,1930,.,.,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ayman,Kayssi,,,
Spring2021-2022(202220),21553,FINA,210,1,BusinessFinance,3,3,SB,35,0,0930,1045,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,,
Spring2021-2022(202220),21554,FINA,210,2,BusinessFinance,3,3,SB,35,0,1100,1215,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sana,ElHajj,,,
Spring2021-2022(202220),21555,FINA,210,3,BusinessFinance,3,3,SB,35,0,1400,1515,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21556,FINA,210,4,BusinessFinance,3,3,SB,35,0,1530,1645,OSB,241,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21557,FINA,210,5,BusinessFinance,3,3,SB,35,0,0930,1045,OSB,241,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21558,FINA,210,6,BusinessFinance,3,3,SB,35,0,1230,1345,OSB,216,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21559,FINA,210,7,BusinessFinance,3,3,SB,35,0,1400,1515,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21560,FINA,211,1,Intro.toFinanceforEngineers,3,3,SB,20,15,1700,1930,OSB,226,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Neveen,Ahmed,,,
Spring2021-2022(202220),21561,FINA,215,1,FinancialMarkets&Instituti.,3,3,SB,35,0,1400,1515,OSB,233,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Henry,Azzam,,,
Spring2021-2022(202220),21562,FINA,218,1,RiskManagem.inFinanc.Instit.,3,3,SB,35,0,0800,0915,OSB,226,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21563,FINA,220,1,InvestmentManagement,3,3,SB,36,-1,1530,1645,OSB,216,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Assem,Safieddine,,,
Spring2021-2022(202220),21564,FINA,220,2,InvestmentManagement,3,3,SB,35,0,1700,1815,OSB,236,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Assem,Safieddine,,,
Spring2021-2022(202220),21565,FINA,222,1,ValuationMethods,3,3,SB,35,0,1230,1345,OSB,233,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,,
Spring2021-2022(202220),21566,FINA,222,2,ValuationMethods,3,3,SB,35,0,1400,1515,OSB,233,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mohamad,Faour,,,
Spring2021-2022(202220),22899,FINA,228,1,Credit&RiskAnalysis,3,3,SB,24,11,1700,1815,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,George,El-Kazzi,,,
Spring2021-2022(202220),21567,FINA,230,1,InternationalFinanc.Managemt,3,3,SB,35,0,0930,1045,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21568,FINA,230,2,InternationalFinanc.Managemt,3,3,SB,35,0,1100,1215,OSB,226,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21569,FINA,241,1,VentureCapitalManagement,3,3,SB,20,0,1700,1815,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RagheedImad,Moghrabi,,,
Spring2021-2022(202220),21570,FINA,250R,1,Sp.Tp:Fina.StatementAnalysis,3,3,SB,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21571,FINA,306,1,IntermediateCorporateFinance,3,3,SB,33,9,1800,2030,OSB,216,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Said,Elfakhani,,,
Spring2021-2022(202220),20003,FINA,306,9,IntermediateCorporateFinance,3,3,SB,4,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Said,Elfakhani,,,
Spring2021-2022(202220),22852,FINA,333,0,EntrepreneurialFinance,3,3,SB,26,1,1800,2030,OSB,216,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Tannir,,,
Spring2021-2022(202220),22853,FINA,333,9,EntrepreneurialFinance,3,3,SB,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Tannir,,,
Spring2021-2022(202220),21572,FSAF,300,1,Grad.Tut.inFoodSafety,3,3,AG,0,5,1800,1850,.,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Omar,Obeid,,,
Spring2021-2022(202220),21573,FSEC,305,1,Agr:Techn:SupplyChain:Sustain,3,3,AG,4,6,1230,1453,AGRIC,203,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,,
Spring2021-2022(202220),21574,FSEC,310,1,Nut.Secur:Assess.&Interv.Strat,3,3,AG,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,Online,
Spring2021-2022(202220),21575,FSEC,310D,1,Nutr.Sec:Assessm.&Interv.Strat,3,3,AG,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,Online,
Spring2021-2022(202220),21576,FSEC,315,1,FoodPolic.&TheirPlann.Proces,3,3,AG,2,13,1700,1830,.,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RachelAnne,Bahn,,Online,
Spring2021-2022(202220),21577,FSEC,315D,1,FoodPolicies&Plann.Process,3,3,AG,0,15,1700,1830,.,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RachelAnne,Bahn,,Online,
Spring2021-2022(202220),21578,FSEC,320,1,Grad.SeminarinFoodSecurity,0,0,AG,2,13,1200,1250,AGRIC,325,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21579,FSEC,396,1,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21580,FSEC,396,2,ComprehensiveExam,0,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Spring2021-2022(202220),21581,FSEC,399,1,M.S.Thesis,6,7.2,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21582,FSEC,399,2,M.S.Thesis,6,7.2,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Spring2021-2022(202220),21583,FSEC,399A,1,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21584,FSEC,399A,2,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lamis,Jomaa,,,
Spring2021-2022(202220),21585,FSEC,399A,3,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21586,FSEC,399B,1,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,,
Spring2021-2022(202220),21587,FSEC,399B,2,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,,
Spring2021-2022(202220),21588,FSEC,399C,1,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MohamadGhassan,Abiad,,,
Spring2021-2022(202220),21589,FSEC,399C,2,M.S.Thesis,6,0,AG,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,
